,name,label,concept
252,S0102_C01_023,Estimate!!Total!!HOUSEHOLDS BY TYPE!!Households!!Family households!!Married-couple family,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
253,S0102_C01_024,"Estimate!!Total!!HOUSEHOLDS BY TYPE!!Households!!Family households!!Female householder, no husband present, family",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
254,S0102_C01_025,Estimate!!Total!!HOUSEHOLDS BY TYPE!!Households!!Nonfamily households,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
255,S0102_C01_026,Estimate!!Total!!HOUSEHOLDS BY TYPE!!Households!!Nonfamily households!!Householder living alone,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
256,S0102_C01_027,Estimate!!Total!!MARITAL STATUS!!Population 15 years and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
257,S0102_C01_028,"Estimate!!Total!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
258,S0102_C01_029,Estimate!!Total!!MARITAL STATUS!!Population 15 years and over!!Widowed,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
259,S0102_C01_030,Estimate!!Total!!MARITAL STATUS!!Population 15 years and over!!Divorced,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
260,S0102_C01_031,Estimate!!Total!!MARITAL STATUS!!Population 15 years and over!!Separated,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
261,S0102_C01_032,Estimate!!Total!!MARITAL STATUS!!Population 15 years and over!!Never married,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
262,S0102_C01_033,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
263,S0102_C01_034,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
264,S0102_C01_035,"Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate, GED, or alternative",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
265,S0102_C01_036,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
266,S0102_C01_037,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
267,S0102_C01_038,Estimate!!Total!!RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS!!Population 30 years and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
268,S0102_C01_039,Estimate!!Total!!RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS!!Population 30 years and over!!Living with grandchild(ren),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
269,S0102_C01_040,Estimate!!Total!!RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS!!Population 30 years and over!!Living with grandchild(ren)!!Responsible for grandchild(ren),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
270,S0102_C01_041,Estimate!!Total!!VETERAN STATUS!!Civilian population 18 years and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
271,S0102_C01_042,Estimate!!Total!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veteran,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
272,S0102_C01_043,Estimate!!Total!!DISABILITY STATUS!!Civilian noninstitutionalized population,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
273,S0102_C01_044,Estimate!!Total!!DISABILITY STATUS!!Civilian noninstitutionalized population!!With any disability,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
274,S0102_C01_045,Estimate!!Total!!DISABILITY STATUS!!Civilian noninstitutionalized population!!No disability,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
275,S0102_C01_046,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
276,S0102_C01_047,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
277,S0102_C01_048,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
278,S0102_C01_049,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Same county,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
279,S0102_C01_050,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Different county,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
280,S0102_C01_051,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Different county!!Same state,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
281,S0102_C01_052,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Different county!!Different state,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
282,S0102_C01_053,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
283,S0102_C01_054,"Estimate!!Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
284,S0102_C01_055,"Estimate!!Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Native",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
285,S0102_C01_056,"Estimate!!Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
286,S0102_C01_057,"Estimate!!Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered 2010 or later",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
287,S0102_C01_058,"Estimate!!Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered 2000 to 2009",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
288,S0102_C01_059,"Estimate!!Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered before 2000",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
289,S0102_C01_060,"Estimate!!Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Naturalized U.S. citizen",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
290,S0102_C01_061,"Estimate!!Total!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Not a U.S. citizen",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
291,S0102_C01_062,Estimate!!Total!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
292,S0102_C01_063,Estimate!!Total!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
293,S0102_C01_064,Estimate!!Total!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
294,S0102_C01_065,"Estimate!!Total!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
295,S0102_C01_066,Estimate!!Total!!EMPLOYMENT STATUS!!Population 16 years and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
296,S0102_C01_067,Estimate!!Total!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
297,S0102_C01_068,Estimate!!Total!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
298,S0102_C01_069,Estimate!!Total!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
299,S0102_C01_070,Estimate!!Total!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
300,S0102_C01_071,Estimate!!Total!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
301,S0102_C01_072,Estimate!!Total!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed forces,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
302,S0102_C01_073,Estimate!!Total!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
303,S0102_C01_074,Estimate!!Total!!INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Households,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
304,S0102_C01_075,Estimate!!Total!!INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
305,S0102_C01_076,Estimate!!Total!!INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
306,S0102_C01_077,Estimate!!Total!!INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
307,S0102_C01_078,Estimate!!Total!!INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
308,S0102_C01_079,Estimate!!Total!!INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
309,S0102_C01_080,Estimate!!Total!!INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
310,S0102_C01_081,Estimate!!Total!!INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
311,S0102_C01_082,Estimate!!Total!!INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income!!Mean cash public assistance income (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
312,S0102_C01_083,Estimate!!Total!!INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
313,S0102_C01_084,Estimate!!Total!!INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income!!Mean retirement income (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
314,S0102_C01_085,Estimate!!Total!!INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Households!!With Food Stamp/SNAP benefits,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
315,S0102_C01_086,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
316,S0102_C01_087,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
317,S0102_C01_088,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
318,S0102_C01_089,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
319,S0102_C01_090,Estimate!!Total!!Occupied housing units,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
320,S0102_C01_091,Estimate!!Total!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
321,S0102_C01_092,Estimate!!Total!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
322,S0102_C01_093,Estimate!!Total!!Occupied housing units!!HOUSING TENURE!!Average household size of owner-occupied unit,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
323,S0102_C01_094,Estimate!!Total!!Occupied housing units!!HOUSING TENURE!!Average household size of renter-occupied unit,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
324,S0102_C01_095,Estimate!!Total!!Occupied housing units!!SELECTED CHARACTERISTICS!!No telephone service available,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
325,S0102_C01_096,Estimate!!Total!!Occupied housing units!!SELECTED CHARACTERISTICS!!1.01 or more occupants per room,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
326,S0102_C01_097,Estimate!!Total!!Owner-occupied housing units,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
327,S0102_C01_098,Estimate!!Total!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
328,S0102_C01_099,Estimate!!Total!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
329,S0102_C01_100,Estimate!!Total!!Owner-occupied housing units!!OWNER CHARACTERISTICS!!Median value (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
330,S0102_C01_101,Estimate!!Total!!Owner-occupied housing units!!OWNER CHARACTERISTICS!!Median selected monthly owner costs with a mortgage (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
331,S0102_C01_102,Estimate!!Total!!Owner-occupied housing units!!OWNER CHARACTERISTICS!!Median selected monthly owner costs without a mortgage (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
332,S0102_C01_103,Estimate!!Total!!Renter-occupied housing units,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
333,S0102_C01_104,Estimate!!Total!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
334,S0102_C01_105,Estimate!!Total!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
335,S0102_C01_106,Estimate!!Total!!Renter-occupied housing units!!GROSS RENT!!Median gross rent (dollars),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
336,S0102_C02_001,Estimate!!60 years and over!!Total population,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
337,S0102_C02_002,Estimate!!60 years and over!!Total population!!SEX AND AGE!!Male,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
338,S0102_C02_003,Estimate!!60 years and over!!Total population!!SEX AND AGE!!Female,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
339,S0102_C02_004,Estimate!!60 years and over!!Total population!!SEX AND AGE!!Median age (years),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
340,S0102_C02_005,Estimate!!60 years and over!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
341,S0102_C02_006,Estimate!!60 years and over!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
342,S0102_C02_007,Estimate!!60 years and over!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
343,S0102_C02_008,Estimate!!60 years and over!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
344,S0102_C02_009,Estimate!!60 years and over!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
345,S0102_C02_010,Estimate!!60 years and over!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
346,S0102_C02_011,Estimate!!60 years and over!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
347,S0102_C02_012,Estimate!!60 years and over!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
348,S0102_C02_013,Estimate!!60 years and over!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race),POPULATION 60 YEARS AND OVER IN THE UNITED STATES
349,S0102_C02_014,"Estimate!!60 years and over!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
350,S0102_C02_015,Estimate!!60 years and over!!RELATIONSHIP!!Population in households,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
351,S0102_C02_016,Estimate!!60 years and over!!RELATIONSHIP!!Population in households!!Householder or spouse,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
352,S0102_C02_017,Estimate!!60 years and over!!RELATIONSHIP!!Population in households!!Parent,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
353,S0102_C02_018,Estimate!!60 years and over!!RELATIONSHIP!!Population in households!!Other relatives,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
354,S0102_C02_019,Estimate!!60 years and over!!RELATIONSHIP!!Population in households!!Nonrelatives,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
355,S0102_C02_020,Estimate!!60 years and over!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
356,S0102_C02_021,Estimate!!60 years and over!!HOUSEHOLDS BY TYPE!!Households,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
357,S0102_C02_022,Estimate!!60 years and over!!HOUSEHOLDS BY TYPE!!Households!!Family households,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
358,S0102_C02_023,Estimate!!60 years and over!!HOUSEHOLDS BY TYPE!!Households!!Family households!!Married-couple family,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
359,S0102_C02_024,"Estimate!!60 years and over!!HOUSEHOLDS BY TYPE!!Households!!Family households!!Female householder, no husband present, family",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
360,S0102_C02_025,Estimate!!60 years and over!!HOUSEHOLDS BY TYPE!!Households!!Nonfamily households,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
361,S0102_C02_026,Estimate!!60 years and over!!HOUSEHOLDS BY TYPE!!Households!!Nonfamily households!!Householder living alone,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
362,S0102_C02_027,Estimate!!60 years and over!!MARITAL STATUS!!Population 15 years and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
363,S0102_C02_028,"Estimate!!60 years and over!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
