"Row ID","Place ID","Place Name","Use Code","Use Level",Descriptiion,"Acreage 1986","Acreage 1995","Acreage 2002","Acreage 2007","Acreage 2012","Acreage 2015","Change in Acreage 1986 - 1995","Change in Acreage 1995 - 2002","Change in Acreage 2002 - 2007","Change in Acreage 2007 - 2012","Change in Acreage 2012 - 2015","Change in Acreage 1986 - 2015","Percentage Change 1986 - 1995","Percentage Change 1995 - 2002","Percentage Change 2002 - 2007","Percentage Change 2007 - 2012","Percentage Change 2012 - 2015","Percentage Change 1986 - 2015","Percentage Change 1986 - 1995","Percentage Change 1995 - 2002","Percentage Change 2002 - 2007","Percentage Change 2007 - 2012","Percentage Change 2012 - 2015","Percentage Change 1986 - 2015","Place Total Area"
89,0,Statewide,4321,3,"Mixed Forest (>50% Deciduous with 10-50% Crown Closure)","5,526.8","9,995.3","19,958.1","19,016.6","16,110.6","15,998.5","4,468.5","9,962.8",-941.5,"-2,906.0",-112.2,"10,471.7",80.85,99.68,-4.72,-15.28,-0.7,189.47,0.11,0.2,0.4,0.38,0.32,0.32,"4,970,017.0"
90,0,Statewide,4322,3,"Mixed Forest (>50% Deciduous with >50% Crown Closure)","104,895.8","134,831.0","135,353.4","140,344.3","146,162.8","146,298.8","29,935.1",522.4,"4,991.0","5,818.5",136.0,"41,403.0",28.54,0.39,3.69,4.15,0.09,39.47,2.11,2.71,2.72,2.82,2.94,2.94,"4,970,017.0"
91,0,Statewide,4400,3,Brushland,"85,309.5",0.0,0.0,0.0,.0,.0,"-85,309.5",.0,0.0,0.0,0.0,"-85,309.5",-100,0,0,0,0,-100,1.72,0,0,0,0,0,"4,970,017.0"
92,0,Statewide,4410,3,"Old Field (< 25% Brush Covered)","41,142.1","74,936.2","45,228.4","38,504.4","41,679.6","40,260.8","33,794.1","-29,707.8","-6,724.0","3,175.2","-1,418.9",-881.3,82.14,-39.64,-14.87,8.25,-3.4,-2.14,0.83,1.51,0.91,0.77,0.84,0.81,"4,970,017.0"
93,0,Statewide,4411,3,"Phragmites Dominate Old Field",0.0,0.0,"1,123.9","2,153.1","2,074.2","1,929.5",0.0,"1,123.9","1,029.2",-79.0,-144.7,"1,929.5",0,100,91.57,-3.67,-6.97,100,0,0,0.02,0.04,0.04,0.04,"4,970,017.0"
94,0,Statewide,4420,3,"Deciduous Brush","52,087.2","58,807.0","33,657.1","34,350.9","31,220.6","30,940.2","6,719.8","-25,149.9",693.8,"-3,130.3",-280.5,"-21,147.1",12.9,-42.77,2.06,-9.11,-0.9,-40.6,1.05,1.18,0.68,0.69,0.63,0.62,"4,970,017.0"
95,0,Statewide,4430,3,"Coniferous Brush","42,450.7","47,763.1","43,740.0","33,225.7","30,809.5","30,237.7","5,312.5","-4,023.1","-10,514.3","-2,416.2",-571.8,"-12,213.0",12.51,-8.42,-24.04,-7.27,-1.86,-28.77,0.85,0.96,0.88,0.67,0.62,0.61,"4,970,017.0"
96,0,Statewide,4440,3,"Mixed Deciduous","52,836.8","57,651.2","59,399.1","53,467.8","54,912.5","56,169.0","4,814.5","1,747.9","-5,931.3","1,444.7","1,256.5","3,332.3",9.11,3.03,-9.99,2.7,2.29,6.31,1.06,1.16,1.2,1.08,1.1,1.13,"4,970,017.0"
97,0,Statewide,4500,3,"Severe Burned Upland Vegetation",4.2,"7,726.8","1,778.6",494.7,782.1,418.3,"7,722.6","-5,948.2","-1,283.9",287.4,-363.9,414.1,184751.67,-76.98,-72.18,58.09,-46.52,9905.98,0,0.16,0.04,0.01,0.02,0.01,"4,970,017.0"
98,0,Statewide,5100,3,"Streams and Canals","13,346.8","13,195.5","15,011.6","15,922.4","16,390.6","15,932.0",-151.2,"1,816.0",910.8,468.2,-458.6,"2,585.2",-1.13,13.76,6.07,2.94,-2.8,19.37,0.27,0.27,0.3,0.32,0.33,0.32,"4,970,017.0"
99,0,Statewide,5190,3,"Exposed Flats",0.0,0.0,0.0,10.5,.0,.0,0.0,.0,10.5,-10.5,0.0,0.0,0,0,100,-100,0,0,0,0,0,0,0,0,"4,970,017.0"
100,0,Statewide,5200,3,Natural Lakes,"9,911.4","9,912.4","9,184.6","9,115.7","8,934.2","8,777.2",1.0,-727.8,-68.9,-181.5,-157.1,"-1,134.3",0.01,-7.34,-0.75,-1.99,-1.76,-11.44,0.2,0.2,0.18,0.18,0.18,0.18,"4,970,017.0"
101,0,Statewide,5300,3,"Artificial Lakes","58,287.6","62,672.6","65,241.6","71,516.9","72,689.1","71,211.5","4,385.0","2,569.0","6,275.3","1,172.2","-1,477.6","12,923.9",7.52,4.1,9.62,1.64,-2.03,22.17,1.17,1.26,1.31,1.44,1.46,1.43,"4,970,017.0"
102,0,Statewide,5410,3,"Tidal Rivers, Inland Bays and other Tidal Waters","182,897.0","183,660.4","191,118.1","193,500.9","184,139.3","183,381.5",763.4,"7,457.7","2,382.8","-9,361.5",-757.8,484.5,0.42,4.06,1.25,-4.84,-0.41,0.26,3.68,3.7,3.85,3.89,3.71,3.69,"4,970,017.0"
103,0,Statewide,5411,3,"Open Tidal Bays",587.0,704.8,603.4,772.7,"1,000.9",981.8,117.8,-101.5,169.4,228.2,-19.1,394.9,20.08,-14.39,28.07,29.53,-1.91,67.27,0.01,0.01,0.01,0.02,0.02,0.02,"4,970,017.0"
104,0,Statewide,5412,3,"Tidal Mud Flat",0.0,0.0,0.0,0.0,"9,176.4","8,721.8",0.0,.0,0.0,"9,176.4",-454.6,"8,721.8",0,0,0,100,-4.95,100,0,0,0,0,0.18,0.18,"4,970,017.0"
105,0,Statewide,5420,3,"Dredged Lagoon","2,660.6","2,676.8","3,066.8","3,072.2","3,193.3","3,180.0",16.2,390.0,5.4,121.1,-13.4,519.4,0.61,14.57,0.18,3.94,-0.42,19.52,0.05,0.05,0.06,0.06,0.06,0.06,"4,970,017.0"
106,0,Statewide,5430,3,"Atlantic Ocean","2,313.2","1,682.4",562.1,"1,764.4","1,735.3","1,491.3",-630.8,"-1,120.3","1,202.3",-29.1,-244.1,-821.9,-27.27,-66.59,213.88,-1.65,-14.06,-35.53,0.05,0.03,0.01,0.04,0.03,0.03,"4,970,017.0"
107,0,Statewide,6110,3,"Saline Marshes","191,451.3","190,246.3",0.0,0.0,.0,.0,"-1,205.0","-190,246.3",0.0,0.0,0.0,"-191,451.3",-0.63,-100,0,0,0,-100,3.85,3.83,0,0,0,0,"4,970,017.0"
108,0,Statewide,6111,3,"Saline Marshes (Low marsh vegetation)",0.0,0.0,"157,200.6","156,982.7","158,360.7","158,255.2",0.0,"157,200.6",-217.9,"1,378.0",-105.5,"158,255.2",0,100,-0.14,0.88,-0.07,100,0,0,3.16,3.16,3.19,3.18,"4,970,017.0"
109,0,Statewide,6112,3,"Saline Marshes (High marsh vegetation)",0.0,0.0,"5,789.6","5,390.9","5,240.8","5,244.9",0.0,"5,789.6",-398.7,-150.1,4.1,"5,244.9",0,100,-6.89,-2.78,0.08,100,0,0,0.12,0.11,0.11,0.11,"4,970,017.0"
110,0,Statewide,6120,3,"Freshwater Tidal Marshes","15,454.9","15,459.5","9,004.8","7,278.0","8,221.1","8,193.7",4.6,"-6,454.7","-1,726.8",943.1,-27.4,"-7,261.2",0.03,-41.75,-19.18,12.96,-0.33,-46.98,0.31,0.31,0.18,0.15,0.17,0.16,"4,970,017.0"
111,0,Statewide,6130,3,"Vegetated Dune Communities","2,634.7","2,817.4","3,683.9","4,208.6","4,290.4","3,740.1",182.7,866.4,524.7,81.8,-550.3,"1,105.4",6.93,30.75,14.24,1.94,-12.83,41.95,0.05,0.06,0.07,0.08,0.09,0.08,"4,970,017.0"
112,0,Statewide,6141,3,"Phragmites Dominate Coastal Wetlands",0.0,0.0,"23,077.9","24,747.2","23,825.9","24,533.5",0.0,"23,077.9","1,669.4",-921.4,707.7,"24,533.5",0,100,7.23,-3.72,2.97,100,0,0,0.46,0.5,0.48,0.49,"4,970,017.0"
113,0,Statewide,6210,3,"Deciduous Wooded Wetlands","336,145.5","327,777.6","353,588.2","342,607.9","339,954.6","342,366.0","-8,367.9","25,810.6","-10,980.3","-2,653.3","2,411.4","6,220.4",-2.49,7.87,-3.11,-0.77,0.71,1.85,6.76,6.6,7.11,6.89,6.84,6.89,"4,970,017.0"
114,0,Statewide,6220,3,"Coniferous Wooded Wetlands","59,872.0","59,820.4","74,267.1","77,260.6","75,112.9","72,601.6",-51.7,"14,446.7","2,993.5","-2,147.6","-2,511.4","12,729.5",-0.09,24.15,4.03,-2.78,-3.34,21.26,1.2,1.2,1.49,1.55,1.51,1.46,"4,970,017.0"
115,0,Statewide,6221,3,"Atlantic White Cedar Wetlands","34,344.7","33,801.0","36,385.1","42,710.7","42,053.5","41,910.2",-543.8,"2,584.1","6,325.6",-657.2,-143.3,"7,565.5",-1.58,7.65,17.39,-1.54,-0.34,22.03,0.69,0.68,0.73,0.86,0.85,0.84,"4,970,017.0"
116,0,Statewide,6231,3,"Deciduous Scrub","74,370.7","69,100.4","41,766.1","39,539.8","39,009.4","39,081.1","-5,270.3","-27,334.3","-2,226.3",-530.5,71.8,"-35,289.6",-7.09,-39.56,-5.33,-1.34,0.18,-47.45,1.5,1.39,0.84,0.8,0.78,0.79,"4,970,017.0"
117,0,Statewide,6232,3,"Coniferous Scrub","9,290.2","9,121.5","9,051.0","7,078.4","6,544.4","6,517.1",-168.7,-70.5,"-1,972.5",-534.0,-27.3,"-2,773.1",-1.82,-0.77,-21.79,-7.54,-0.42,-29.85,0.19,0.18,0.18,0.14,0.13,0.13,"4,970,017.0"
118,0,Statewide,6233,3,"Mixed Scrub","17,588.1","17,225.7","13,847.1","11,173.6","12,479.2","12,574.9",-362.3,"-3,378.6","-2,673.5","1,305.6",95.7,"-5,013.1",-2.06,-19.61,-19.31,11.68,0.77,-28.5,0.35,0.35,0.28,0.22,0.25,0.25,"4,970,017.0"
119,0,Statewide,6234,3,"Mixed Scrub","13,965.0","13,352.4","11,229.4","7,492.4","8,158.4","8,141.5",-612.6,"-2,123.0","-3,737.0",666.0,-16.9,"-5,823.5",-4.39,-15.9,-33.28,8.89,-0.21,-41.7,0.28,0.27,0.23,0.15,0.16,0.16,"4,970,017.0"
120,0,Statewide,6240,3,"Herbaceous Wetlands","64,898.5","58,946.4","29,201.4","28,760.1","30,078.7","30,653.1","-5,952.2","-29,745.0",-441.3,"1,318.6",574.5,"-34,245.4",-9.17,-50.46,-1.51,4.58,1.91,-52.77,1.31,1.19,0.59,0.58,0.61,0.62,"4,970,017.0"
121,0,Statewide,6241,3,"Phragmites Dominate Interior Wetlands",0.0,0.0,"7,366.4","11,270.6","12,068.6","11,674.7",0.0,"7,366.4","3,904.1",798.0,-393.9,"11,674.7",0,100,53,7.08,-3.26,100,0,0,0.15,0.23,0.24,0.23,"4,970,017.0"
122,0,Statewide,6251,3,"Mixed Forested Wetlands (Deciduous Dom.)","54,780.6","54,301.5","55,350.6","56,076.9","59,263.7","59,621.2",-479.1,"1,049.1",726.3,"3,186.8",357.5,"4,840.6",-0.87,1.93,1.31,5.68,0.6,8.84,1.1,1.09,1.11,1.13,1.19,1.2,"4,970,017.0"
123,0,Statewide,6252,3,"Mixed Forested Wetlands (Coniferous Dom.)","64,890.5","64,589.6","73,941.5","73,172.1","74,335.9","73,091.6",-300.9,"9,351.9",-769.3,"1,163.8","-1,244.3","8,201.1",-0.46,14.48,-1.04,1.59,-1.67,12.64,1.31,1.3,1.49,1.47,1.5,1.47,"4,970,017.0"
124,0,Statewide,6290,3,"Unvegetated Flats",0.0,0.0,0.0,181.9,83.7,86.1,0.0,.0,181.9,-98.2,2.4,86.1,0,0,100,-53.98,2.82,100,0,0,0,0,0,0,"4,970,017.0"
125,0,Statewide,6500,3,"Severe Burned Wetlands",0.0,478.5,175.6,24.3,33.1,40.2,478.5,-302.9,-151.3,8.8,7.1,40.2,100,-63.3,-86.16,36.34,21.37,100,0,0.01,0,0,0,0,"4,970,017.0"
126,0,Statewide,7100,3,Beaches,"3,845.1","4,480.4","5,835.7","3,438.8","3,895.1","5,085.6",635.3,"1,355.3","-2,396.9",456.4,"1,190.5","1,240.5",16.52,30.25,-41.07,13.27,30.56,32.26,0.08,0.09,0.12,0.07,0.08,0.1,"4,970,017.0"
127,0,Statewide,7200,3,"Bare Exposed Rock, Rockslides, etc.",258.2,357.3,335.8,386.9,402.0,389.9,99.1,-21.5,51.1,15.1,-12.1,131.7,38.37,-6.01,15.23,3.9,-3.01,51.01,0.01,0.01,0.01,0.01,0.01,0.01,"4,970,017.0"
128,0,Statewide,7300,3,"Extractive Mining","29,094.2","23,573.0","18,436.8","16,200.2","15,454.2","15,817.7","-5,521.1","-5,136.2","-2,236.6",-746.1,363.5,"-13,276.5",-18.98,-21.79,-12.13,-4.61,2.35,-45.63,0.59,0.47,0.37,0.33,0.31,0.32,"4,970,017.0"
129,0,Statewide,7400,3,"Altered Lands","7,668.9","10,020.1","10,693.7","12,174.7","12,699.7","12,987.1","2,351.2",673.6,"1,481.0",525.1,287.4,"5,318.2",30.66,6.72,13.85,4.31,2.26,69.35,0.15,0.2,0.22,0.24,0.26,0.26,"4,970,017.0"
130,0,Statewide,7430,3,"Disturbed Wetlands (Modified)","12,012.9","19,153.4","10,957.9","10,450.8","5,470.7","5,794.9","7,140.5","-8,195.5",-507.1,"-4,980.1",324.2,"-6,217.9",59.44,-42.79,-4.63,-47.65,5.93,-51.76,0.24,0.39,0.22,0.21,0.11,0.12,"4,970,017.0"
131,0,Statewide,7440,3,"Disturbed Tidal Wetlands",0.0,0.0,0.0,0.0,790.6,867.0,0.0,.0,0.0,790.6,76.4,867.0,0,0,0,100,9.67,100,0,0,0,0,0.02,0.02,"4,970,017.0"
132,0,Statewide,7500,3,"Transitional Areas (sites under construction)","11,189.3","16,515.5","24,733.8","18,658.6","15,162.5","17,787.6","5,326.2","8,218.3","-6,075.2","-3,496.1","2,625.1","6,598.2",47.6,49.76,-24.56,-18.74,17.31,58.97,0.23,0.33,0.5,0.38,0.31,0.36,"4,970,017.0"
133,0,Statewide,7600,3,"Undifferentiated Barren Lands","4,274.0","2,451.1","1,289.2",472.3,356.9,355.5,"-1,822.9","-1,162.0",-816.9,-115.4,-1.4,"-3,918.5",-42.65,-47.41,-63.36,-24.44,-0.39,-91.68,0.09,0.05,0.03,0.01,0.01,0.01,"4,970,017.0"
134,0,Statewide,8000,3,"Managed Wetlands (Modified)",611.8,0.0,0.0,0.0,.0,.0,-611.8,.0,0.0,0.0,0.0,-611.8,-100,0,0,0,0,-100,0.01,0,0,0,0,0,"4,970,017.0"
135,01,Atlantic,1,1,URBAN,"47,478.0","53,167.3","59,132.6","65,552.9","67,416.0","67,844.6","5,689.3","5,965.3","6,420.4","1,863.0",428.7,"20,366.6",11.98,11.22,10.86,2.84,0.64,42.9,12.15,13.6,15.13,16.77,17.25,17.36,"390,813.8"
136,01,Atlantic,2,1,AGRICULTURE,"26,401.6","25,213.7","24,456.8","23,458.8","22,884.9","23,026.2","-1,187.9",-757.0,-998.0,-573.9,141.3,"-3,375.4",-4.5,-3,-4.08,-2.45,0.62,-12.78,6.76,6.45,6.26,6,5.86,5.89,"390,813.8"
137,01,Atlantic,4,1,FOREST,"152,719.6","148,578.1","142,750.2","138,229.2","137,426.4","136,683.6","-4,141.5","-5,827.8","-4,521.0",-802.8,-742.9,"-16,036.0",-2.71,-3.92,-3.17,-0.58,-0.54,-10.5,39.08,38.02,36.53,35.37,35.16,34.97,"390,813.8"
138,01,Atlantic,5,1,WATER,"36,159.7","36,358.9","37,395.1","39,081.0","39,153.5","38,788.3",199.2,"1,036.1","1,686.0",72.5,-365.2,"2,628.6",0.55,2.85,4.51,0.19,-0.93,7.27,9.25,9.3,9.57,10,10.02,9.93,"390,813.8"
139,01,Atlantic,6,1,WETLANDS,"123,849.0","123,534.1","122,796.0","121,590.9","121,469.3","121,606.7",-314.9,-738.1,"-1,205.1",-121.6,137.4,"-2,242.3",-0.25,-0.6,-0.98,-0.1,0.11,-1.81,31.69,31.61,31.42,31.11,31.08,31.12,"390,813.8"
140,01,Atlantic,7,1,"BARREN LAND","4,205.9","3,961.8","4,283.2","2,901.1","2,463.8","2,864.5",-244.2,321.5,"-1,382.2",-437.3,400.7,"-1,341.4",-5.81,8.11,-32.27,-15.07,16.26,-31.89,1.08,1.01,1.1,0.74,0.63,0.73,"390,813.8"
141,01,Atlantic,11,2,Residential,"28,985.6","32,852.7","36,133.9","40,407.6","41,435.6","41,793.9","3,867.1","3,281.2","4,273.7","1,028.0",358.4,"12,808.3",13.34,9.99,11.83,2.54,0.86,44.19,7.42,8.41,9.25,10.34,10.6,10.69,"390,813.8"
142,01,Atlantic,12,2,"Commercial and Services","4,252.6","4,930.4","5,367.4","5,953.9","6,255.9","6,349.1",677.8,437.1,586.5,302.0,93.2,"2,096.5",15.94,8.86,10.93,5.07,1.49,49.3,1.09,1.26,1.37,1.52,1.6,1.62,"390,813.8"
143,01,Atlantic,13,2,Industrial,"1,144.9","1,277.4","1,435.4","1,486.7","1,500.0","1,468.8",132.5,158.1,51.3,13.2,-31.2,323.9,11.57,12.37,3.57,0.89,-2.08,28.29,0.29,0.33,0.37,0.38,0.38,0.38,"390,813.8"
144,01,Atlantic,14,2,Transportation/Communication/Utilities,"4,501.7","4,808.3","5,961.5","6,782.7","7,150.4","7,260.0",306.7,"1,153.1",821.2,367.8,109.5,"2,758.3",6.81,23.98,13.77,5.42,1.53,61.27,1.15,1.23,1.53,1.74,1.83,1.86,"390,813.8"
145,01,Atlantic,15,2,"Industrial and Commercial Complexes",1.0,0.0,2.6,2.6,20.2,20.2,-1.0,2.6,0.0,17.6,0.0,19.2,-100,100,0,678.08,0,1883.33,0,0,0,0,0.01,0.01,"390,813.8"
146,01,Atlantic,16,2,"Mixed Urban or Built-up Land",114.6,109.3,101.4,96.1,110.5,104.5,-5.4,-7.9,-5.3,14.4,-6.0,-10.2,-4.68,-7.19,-5.2,14.94,-5.45,-8.86,0.03,0.03,0.03,0.02,0.03,0.03,"390,813.8"
147,01,Atlantic,17,2,"Other Urban or Built-up Land","5,646.9","5,986.1","5,876.5","6,208.5","6,093.4","5,921.5",339.2,-109.6,332.0,-115.1,-171.9,274.6,6.01,-1.83,5.65,-1.85,-2.82,4.86,1.44,1.53,1.5,1.59,1.56,1.52,"390,813.8"
148,01,Atlantic,18,2,"Recreational Land","3,269.6","3,705.1","4,853.0","5,237.5","5,446.0","5,522.1",435.5,"1,147.9",384.6,208.5,76.1,"2,252.5",13.32,30.98,7.92,3.98,1.4,68.89,0.84,0.95,1.24,1.34,1.39,1.41,"390,813.8"
149,01,Atlantic,21,2,"Cropland and Pastureland","18,877.8","18,138.3","18,623.7","16,747.1","15,735.7","15,637.8",-739.5,485.4,"-1,876.6","-1,011.4",-97.9,"-3,239.9",-3.92,2.68,-10.08,-6.04,-0.62,-17.16,4.83,4.64,4.77,4.29,4.03,4,"390,813.8"
150,01,Atlantic,22,2,"Orchards, Vineyards, Nurseries, Horticultural Areas, Sod Farms","8,565.4","7,997.8","6,519.5","7,169.7","7,457.9","7,636.6",-567.7,"-1,478.2",650.1,288.3,178.6,-928.8,-6.63,-18.48,9.97,4.02,2.4,-10.84,2.19,2.05,1.67,1.83,1.91,1.95,"390,813.8"
151,01,Atlantic,23,2,"Confined Feeding Operations",60.0,55.8,59.9,37.2,27.4,27.4,-4.2,4.1,-22.7,-9.8,0.0,-32.6,-6.95,7.34,-37.92,-26.31,0,-54.31,0.02,0.01,0.02,0.01,0.01,0.01,"390,813.8"
152,01,Atlantic,24,2,"Other Agriculture","1,248.8","1,538.2","1,865.0","2,148.2","2,307.3","2,384.5",289.5,326.7,283.3,159.1,77.2,"1,135.7",23.18,21.24,15.19,7.4,3.35,90.95,0.32,0.39,0.48,0.55,0.59,0.61,"390,813.8"
153,01,Atlantic,41,2,Deciduous Forest,"31,302.3","31,708.8","30,684.4","29,862.1","29,292.5","30,600.4",406.6,"-1,024.4",-822.3,-569.6,"1,307.9",-701.9,1.3,-3.23,-2.68,-1.91,4.47,-2.24,8.01,8.11,7.85,7.64,7.5,7.83,"390,813.8"
154,01,Atlantic,42,2,Coniferous Forest,"34,452.1","33,765.2","33,601.7","33,958.1","33,853.4","32,386.5",-686.9,-163.4,356.4,-104.7,"-1,467.0","-2,065.6",-1.99,-0.48,1.06,-0.31,-4.33,-6,8.82,8.64,8.6,8.69,8.66,8.29,"390,813.8"
155,01,Atlantic,43,2,Mixed Forest,"63,056.1","62,527.7","66,679.5","65,075.7","65,654.0","65,176.3",-528.4,"4,151.8","-1,603.8",578.3,-477.7,"2,120.2",-0.84,6.64,-2.41,0.89,-0.73,3.36,16.13,16,17.06,16.65,16.8,16.68,"390,813.8"
156,01,Atlantic,44,2,Brushland/Shrubland,"23,909.1","20,449.6","11,751.7","9,306.9","8,602.8","8,520.4","-3,459.5","-8,697.9","-2,444.9",-704.0,-82.5,"-15,388.8",-14.47,-42.53,-20.8,-7.56,-0.96,-64.36,6.12,5.23,3.01,2.38,2.2,2.18,"390,813.8"
157,01,Atlantic,45,2,"Severe Burned Upland Vegetation",0.0,126.8,32.9,26.5,23.7,.0,126.8,-93.9,-6.4,-2.8,-23.7,0.0,100,-74.07,-19.53,-10.59,-100,0,0,0.03,0.01,0.01,0.01,0,"390,813.8"
158,01,Atlantic,51,2,"Streams and Canals",267.7,267.7,299.7,327.1,329.2,314.4,0.0,32.1,27.4,2.1,-14.8,46.8,0,11.97,9.13,0.64,-4.48,17.47,0.07,0.07,0.08,0.08,0.08,0.08,"390,813.8"
159,01,Atlantic,52,2,Natural Lakes,114.8,113.0,101.8,154.5,139.0,129.7,-1.8,-11.2,52.7,-15.4,-9.4,14.9,-1.59,-9.89,51.76,-10,-6.74,12.97,0.03,0.03,0.03,0.04,0.04,0.03,"390,813.8"
160,01,Atlantic,53,2,"Artificial Lakes","2,537.6","2,758.2","3,138.8","3,669.9","3,677.5","3,586.3",220.6,380.5,531.1,7.6,-91.3,"1,048.7",8.69,13.8,16.92,0.21,-2.48,41.32,0.65,0.71,0.8,0.94,0.94,0.92,"390,813.8"
161,01,Atlantic,54,2,"Bays, Estuaries & other Tidal Waters","66,479.4","66,440.2","67,651.7","69,797.4","69,952.2","69,453.5",-39.2,"1,211.5","2,145.7",154.7,-498.7,"2,974.0",-0.06,1.82,3.17,0.22,-0.71,4.47,17.01,17,17.31,17.86,17.9,17.77,"390,813.8"
162,01,Atlantic,54,2,"Bays, Estuaries & other Tidal Waters","66,479.4","66,440.2","67,651.7","69,797.4","69,952.2","69,453.5",-39.2,"1,211.5","2,145.7",154.7,-498.7,"2,974.0",-0.06,1.82,3.17,0.22,-0.71,4.47,17.01,17,17.31,17.86,17.9,17.77,"390,813.8"
163,01,Atlantic,61,2,"Coastal Wetlands","44,464.1","44,499.2","43,436.8","42,854.0","42,944.7","43,049.0",35.1,"-1,062.4",-582.7,90.7,104.3,"-1,415.1",0.08,-2.39,-1.34,0.21,0.24,-3.18,11.38,11.39,11.11,10.97,10.99,11.02,"390,813.8"
164,01,Atlantic,62,2,"Interior Wetland","76,164.8","75,085.2","75,479.6","75,117.4","74,960.7","74,953.0","-1,079.7",394.5,-362.2,-156.7,-7.7,"-1,211.8",-1.42,0.53,-0.48,-0.21,-0.01,-1.59,19.49,19.21,19.31,19.22,19.18,19.18,"390,813.8"
165,01,Atlantic,65,2,"Severe Burned Wetlands",0.0,0.0,4.2,2.3,2.4,.0,0.0,4.2,-1.9,0.1,-2.4,0.0,0,100,-45.02,2.16,-100,0,0,0,0,0,0,0,"390,813.8"
166,01,Atlantic,71,2,Beaches,809.4,830.0,972.4,555.9,553.7,693.7,20.6,142.4,-416.5,-2.2,140.1,-115.6,2.54,17.16,-42.83,-0.39,25.29,-14.29,0.21,0.21,0.25,0.14,0.14,0.18,"390,813.8"
167,01,Atlantic,72,2,"Bare Exposed Rock, Rockslides, etc.",0.0,0.0,0.0,4.2,6.8,7.0,0.0,.0,4.2,2.6,0.3,7.0,0,0,100,60.57,3.99,100,0,0,0,0,0,0,"390,813.8"
168,01,Atlantic,73,2,"Extractive Mining","2,167.8","1,550.6","1,191.9",890.4,759.3,789.0,-617.2,-358.7,-301.5,-131.2,29.7,"-1,378.8",-28.47,-23.13,-25.3,-14.73,3.91,-63.61,0.55,0.4,0.3,0.23,0.19,0.2,"390,813.8"
169,01,Atlantic,74,2,"Altered Lands","1,377.9","2,982.6","2,356.2","2,026.9","1,967.6","2,106.4","1,604.7",-626.4,-329.3,-59.3,138.8,728.5,116.46,-21,-13.98,-2.93,7.05,52.87,0.35,0.76,0.6,0.52,0.5,0.54,"390,813.8"
170,01,Atlantic,74,2,"Altered Lands","1,377.9","2,982.6","2,356.2","2,026.9","1,967.6","2,106.4","1,604.7",-626.4,-329.3,-59.3,138.8,728.5,116.46,-21,-13.98,-2.93,7.05,52.87,0.35,0.76,0.6,0.52,0.5,0.54,"390,813.8"
171,01,Atlantic,75,2,"Transitional Areas (sites under construction)",401.1,587.9,"1,287.5",724.5,424.4,606.7,186.8,699.6,-563.0,-300.1,182.3,205.7,46.59,119.01,-43.73,-41.42,42.95,51.28,0.1,0.15,0.33,0.19,0.11,0.16,"390,813.8"
172,01,Atlantic,76,2,"Undifferentiated Barren Lands",533.8,433.5,347.2,94.5,89.8,95.3,-100.3,-86.3,-252.7,-4.7,5.5,-438.5,-18.79,-19.9,-72.79,-5,6.17,-82.15,0.14,0.11,0.09,0.02,0.02,0.02,"390,813.8"
173,01,Atlantic,80,2,"Managed Wetlands (Modified)",35.8,0.0,0.0,0.0,.0,.0,-35.8,.0,0.0,0.0,0.0,-35.8,-100,0,0,0,0,-100,0.01,0,0,0,0,0,"390,813.8"
174,01,Atlantic,1100,3,Residential,503.4,0.0,0.0,0.0,.0,.0,-503.4,.0,0.0,0.0,0.0,-503.4,-100,0,0,0,0,-100,0.13,0,0,0,0,0,"390,813.8"
175,01,Atlantic,1110,3,"Residential (High Density or Multiple Dwelling)","4,167.0","4,747.6","5,052.1","5,335.3","5,372.4","5,411.8",580.6,304.5,283.3,37.1,39.4,"1,244.8",13.93,6.41,5.61,0.69,0.73,29.87,1.07,1.21,1.29,1.37,1.37,1.38,"390,813.8"
176,01,Atlantic,1120,3,"Residential (Single Unit, Medium Density)","9,354.7","10,032.4","11,096.2","12,603.9","12,956.7","13,068.4",677.7,"1,063.8","1,507.7",352.8,111.7,"3,713.7",7.24,10.6,13.59,2.8,0.86,39.7,2.39,2.57,2.84,3.23,3.32,3.34,"390,813.8"
177,01,Atlantic,1130,3,"Residential (Single Unit, Low Density)","5,247.1","6,291.1","6,790.4","7,518.2","7,539.0","7,580.4","1,044.0",499.3,727.8,20.8,41.4,"2,333.4",19.9,7.94,10.72,0.28,0.55,44.47,1.34,1.61,1.74,1.92,1.93,1.94,"390,813.8"
178,01,Atlantic,1140,3,"Residential (Rural, Single Unit)","9,707.6","11,775.7","13,190.3","14,945.2","15,558.5","15,724.4","2,068.1","1,414.6","1,755.0",613.2,165.9,"6,016.8",21.3,12.01,13.3,4.1,1.07,61.98,2.48,3.01,3.38,3.82,3.98,4.02,"390,813.8"
179,01,Atlantic,1150,3,"Mixed Residential",6.0,6.1,4.9,4.9,9.0,9.0,0.1,-1.1,0.0,4.1,0.0,3.1,1.85,-18.62,0,82.39,0,51.17,0,0,0,0,0,0,"390,813.8"
180,01,Atlantic,1200,3,"Commercial and Services","4,234.7","4,912.5","5,350.6","5,937.3","6,239.0","6,334.6",677.7,438.1,586.7,301.7,95.5,"2,099.8",16,8.92,10.97,5.08,1.53,49.59,1.08,1.26,1.37,1.52,1.6,1.62,"390,813.8"
