GEOID,occupancy_rate,vacancy_rate,multiunit_struct,mobile_home_rate,pop_20yrs_plus,no_vehicle,public_transit,NAME,mobile_home,multiunits_10_to_19,multiunits_20_to_49,multiunits_50plus,multiunits_five_to_nine,multiunits_three_or_four,multiunits_two,occupied_owner,occupied_renter,occupied_units,pop_own_90_99,pop_own_bfr89,pop_own_occ,pop_ren_90_99,pop_ren_bfr89,pop_ren_occ,total_units,vacant_units,pop_own_20yrs_plus,pop_ren_20yrs_plus
34003021300,0.901270207852194,0.098729792147806,1106,0,1317,176,154,"Census Tract 213, Bergen County, New Jersey",0,83,0,0,0,140,883,794,767,1561,212,759,2457,160,186,1980,1732,171,971,346
34003021400,0.916010498687664,0.08398950131233596,1323,0,1070,124,215,"Census Tract 214, Bergen County, New Jersey",0,76,40,87,65,224,831,653,1092,1745,126,721,2020,183,40,2992,1905,160,847,223
34003021500,0.9364102564102564,0.06358974358974359,1586,0.008717948717948718,1212,343,324,"Census Tract 215, Bergen County, New Jersey",17,64,6,85,134,204,1093,509,1317,1826,427,459,1432,284,42,3655,1950,124,886,326
34003021600,0.9117990654205608,0.08820093457943926,1462,0,732,265,221,"Census Tract 216, Bergen County, New Jersey",0,5,27,36,191,221,982,442,1119,1561,299,274,1200,55,104,3356,1712,151,573,159
34003022100,0.9393511988716502,0.06064880112834979,115,0,1375,60,439,"Census Tract 221, Bergen County, New Jersey",0,0,23,68,0,0,24,1215,117,1332,786,556,3690,8,25,206,1418,86,1342,33
34003022200,0.9760860900757273,0.023913909924272617,46,0,3054,90,879,"Census Tract 222, Bergen County, New Jersey",0,0,13,0,0,24,9,2371,78,2449,1522,1504,7725,0,28,185,2509,60,3026,28
34003023100,0.9371761658031088,0.06282383419689119,1391,0.019430051813471502,169,470,366,"Census Tract 231, Bergen County, New Jersey",30,125,230,623,169,101,143,84,1363,1447,16,0,191,128,25,2946,1544,97,16,153
34003023200,0.9619274241522903,0.0380725758477097,2460,0,1106,227,832,"Census Tract 232, Bergen County, New Jersey",0,292,647,824,170,284,243,1438,1796,3234,391,543,3102,97,75,3526,3362,128,934,172
34003023301,0.9764373232799246,0.0235626767200754,109,0,1037,40,234,"Census Tract 233.01, Bergen County, New Jersey",0,55,35,0,0,0,19,918,118,1036,492,530,2489,15,0,473,1061,25,1022,15
34003023302,0.902127659574468,0.09787234042553192,2769,0,947,333,712,"Census Tract 233.02, Bergen County, New Jersey",0,192,364,1882,138,31,162,917,1839,2756,504,194,1869,190,59,3545,3055,299,698,249
34003023401,0.9138755980861244,0.0861244019138756,1732,0,468,291,486,"Census Tract 234.01, Bergen County, New Jersey",0,200,122,696,235,284,195,315,1404,1719,62,55,511,273,78,3361,1881,162,117,351
34003023402,0.9291828793774319,0.07081712062256809,1866,0,939,460,641,"Census Tract 234.02, Bergen County, New Jersey",0,99,569,524,325,8,341,732,1656,2388,440,398,2359,49,52,3434,2570,182,838,101
34003023501,0.9327789327789328,0.06722106722106722,1038,0,709,262,481,"Census Tract 235.01, Bergen County, New Jersey",0,136,154,166,107,169,306,439,907,1346,275,159,1426,194,81,2084,1443,97,434,275
34003023502,0.9106239460370995,0.0893760539629005,2233,0.012647554806070826,572,411,482,"Census Tract 235.02, Bergen County, New Jersey",30,394,375,1100,133,91,140,649,1511,2160,248,76,1247,227,21,3512,2372,212,324,248
34003023601,0.8952451708766717,0.10475482912332838,968,0,567,179,217,"Census Tract 236.01, Bergen County, New Jersey",0,80,25,74,64,231,494,424,781,1205,160,231,857,169,7,1874,1346,141,391,176
34003023602,0.8995006242197253,0.10049937578027465,1357,0.004369538077403246,532,454,224,"Census Tract 236.02, Bergen County, New Jersey",7,149,200,91,114,217,586,354,1087,1441,89,242,1215,201,0,2983,1602,161,331,201
34003024100,0.9731285988483686,0.026871401151631478,121,0,2776,66,246,"Census Tract 241, Bergen County, New Jersey",0,0,8,39,21,35,18,1783,245,2028,1581,1100,5263,73,22,660,2084,56,2681,95
34003024200,1,0,136,0,1817,34,236,"Census Tract 242, Bergen County, New Jersey",0,0,18,44,22,8,44,1489,136,1625,895,872,4343,50,0,413,1625,0,1767,50
34003025100,0.9839051249470563,0.01609487505294367,959,0.019483269800931808,1668,226,324,"Census Tract 251, Bergen County, New Jersey",46,61,103,149,25,274,347,1138,1185,2323,612,880,3511,148,28,2909,2361,38,1492,176
34003025200,0.9382957884427032,0.061704211557296766,373,0,1881,182,406,"Census Tract 252, Bergen County, New Jersey",0,0,59,51,17,23,223,1604,312,1916,596,1190,4861,78,17,790,2042,126,1786,95
34003026100,0.9939722724532851,0.006027727546714889,205,0.004822182037371911,1905,115,221,"Census Tract 261, Bergen County, New Jersey",8,0,0,132,0,0,73,1369,280,1649,881,954,4134,61,9,478,1659,10,1835,70
34003026200,0.9735792622133599,0.02642073778664008,244,0,2258,57,461,"Census Tract 262, Bergen County, New Jersey",0,104,0,20,52,24,44,1723,230,1953,946,1169,5143,143,0,602,2006,53,2115,143
34003027000,0.9445927903871829,0.05540720961281709,32,0,1514,31,463,"Census Tract 270, Bergen County, New Jersey",0,0,0,0,0,5,27,1340,75,1415,811,703,3837,0,0,259,1498,83,1514,0
34003028001,0.9519801980198019,0.04801980198019802,840,0,1237,99,483,"Census Tract 280.01, Bergen County, New Jersey",0,76,196,31,199,188,150,1069,854,1923,534,559,3020,102,42,2278,2020,97,1093,144
34003028002,0.9567275185936444,0.043272481406355645,415,0.016903313049357674,1359,132,321,"Census Tract 280.02, Bergen County, New Jersey",25,23,106,129,0,51,106,920,495,1415,654,570,2742,135,0,1057,1479,64,1224,135
34003029100,0.9432938856015779,0.05670611439842209,1442,0.0039447731755424065,756,205,519,"Census Tract 291, Bergen County, New Jersey",8,304,307,138,285,131,277,554,1359,1913,287,172,1431,165,132,3009,2028,115,459,297
34003029200,0.8956619296933434,0.10433807030665669,1467,0.012341062079281975,1853,94,361,"Census Tract 292, Bergen County, New Jersey",33,227,238,90,35,208,669,1177,1218,2395,564,1030,3621,158,101,2757,2674,279,1594,259
34003030100,0.9946550048590865,0.005344995140913508,1422,0.0228377065111759,1580,85,225,"Census Tract 301, Bergen County, New Jersey",47,79,219,123,49,221,731,779,1268,2047,647,469,2318,403,61,3225,2058,11,1116,464
34003030200,0.9540960451977402,0.04590395480225989,1904,0.003884180790960452,1841,332,411,"Census Tract 302, Bergen County, New Jersey",11,100,209,48,145,381,1021,1193,1509,2702,589,798,3555,314,140,3614,2832,130,1387,454
34003030300,0.9219035997559487,0.07809640024405125,1226,0,948,134,187,"Census Tract 303, Bergen County, New Jersey",0,107,80,50,42,157,790,564,947,1511,321,446,1689,142,39,2761,1639,128,767,181
34003030400,0.9344779257182901,0.06552207428170988,2172,0,2257,289,290,"Census Tract 304, Bergen County, New Jersey",0,14,30,0,62,806,1260,1093,1574,2667,565,1207,3558,302,183,3654,2854,187,1772,485
34003031100,0.9543681747269891,0.04563182527301092,1857,0,1770,85,677,"Census Tract 311, Bergen County, New Jersey",0,55,131,417,35,152,1067,1224,1223,2447,837,766,3543,86,81,2678,2564,117,1603,167
34003031200,0.9686028257456829,0.03139717425431711,973,0,1542,241,297,"Census Tract 312, Bergen County, New Jersey",0,33,114,110,66,133,517,900,951,1851,742,647,2662,137,16,2057,1911,60,1389,153
34003031300,0.9120728929384966,0.08792710706150342,1146,0.027790432801822324,1767,203,309,"Census Tract 313, Bergen County, New Jersey",61,100,13,187,19,241,586,1265,737,2002,513,967,3513,185,102,1634,2195,193,1480,287
34003031400,0.9452780229479258,0.05472197705207414,1285,0,1962,77,414,"Census Tract 314, Bergen County, New Jersey",0,55,42,0,33,95,1060,1229,913,2142,863,940,3703,90,69,2219,2266,124,1803,159
34003032102,1,0,153,0.0461465271170314,2387,129,183,"Census Tract 321.02, Bergen County, New Jersey",97,0,26,55,17,13,42,1916,186,2102,1616,713,5427,58,0,469,2102,0,2329,58
34003032103,0.9894949494949495,0.010505050505050505,1455,0,993,40,148,"Census Tract 321.03, Bergen County, New Jersey",0,651,54,26,446,195,83,1788,661,2449,819,161,3621,13,0,1528,2475,26,980,13
34003032104,0.9790794979079498,0.02092050209205021,125,0,857,18,69,"Census Tract 321.04, Bergen County, New Jersey",0,0,0,0,35,13,77,563,139,702,529,321,1650,6,1,506,717,15,850,7
34003032201,0.9771453212591634,0.02285467874083657,688,0,1838,75,200,"Census Tract 322.01, Bergen County, New Jersey",0,187,34,87,165,63,152,1825,441,2266,942,857,4747,39,0,983,2319,53,1799,39
34003032202,0.9836552748885586,0.01634472511144131,544,0,1432,89,75,"Census Tract 322.02, Bergen County, New Jersey",0,44,76,76,75,80,193,1423,563,1986,767,614,3826,16,35,1151,2019,33,1381,51
34003033100,0.9485842026825634,0.05141579731743666,189,0,1384,90,124,"Census Tract 331, Bergen County, New Jersey",0,26,0,0,0,0,163,1040,233,1273,650,664,2953,70,0,838,1342,69,1314,70
34003033200,0.9341383095499451,0.06586169045005488,264,0,1021,72,126,"Census Tract 332, Bergen County, New Jersey",0,29,5,7,11,46,166,564,287,851,462,489,1686,23,47,698,911,60,951,70
34003033300,0.9800427655024947,0.019957234497505347,769,0,1018,196,191,"Census Tract 333, Bergen County, New Jersey",0,50,19,216,85,301,98,597,778,1375,543,276,1750,120,79,1706,1403,28,819,199
34003034000,0.9500182415176943,0.04998175848230573,870,0,2799,169,283,"Census Tract 340, Bergen County, New Jersey",0,74,82,202,32,100,380,1809,795,2604,1631,867,5356,251,50,1894,2741,137,2498,301
34003035100,0.9927058006252171,0.007294199374782911,485,0,3052,115,531,"Census Tract 351, Bergen County, New Jersey",0,137,0,18,110,159,61,2401,457,2858,1628,1372,7161,45,7,1269,2879,21,3000,52
34003035200,0.9780915287244402,0.021908471275559883,181,0,2266,65,296,"Census Tract 352, Bergen County, New Jersey",0,53,20,34,20,36,18,1790,219,2009,1370,858,5302,18,20,407,2054,45,2228,38
34003036100,0.9539325842696629,0.046067415730337076,547,0,729,67,150,"Census Tract 361, Bergen County, New Jersey",0,36,12,0,19,54,426,411,438,849,31,549,1341,61,88,1346,890,41,580,149
34003036200,0.9208294062205467,0.07917059377945335,73,0.3072573044297832,870,99,159,"Census Tract 362, Bergen County, New Jersey",326,0,0,0,4,21,48,779,198,977,286,504,2202,68,12,537,1061,84,790,80
34003037100,0.9387533875338754,0.06124661246612466,321,0,2756,15,358,"Census Tract 371, Bergen County, New Jersey",0,7,0,44,18,76,176,1457,275,1732,1757,901,4801,73,25,832,1845,113,2658,98
34003037201,0.9712062256809338,0.028793774319066146,31,0,1329,94,275,"Census Tract 372.01, Bergen County, New Jersey",0,7,0,0,0,0,24,1229,19,1248,617,698,3797,0,14,44,1285,37,1315,14
34003037202,0.9802289281997919,0.019771071800208116,1832,0,2129,122,376,"Census Tract 372.02, Bergen County, New Jersey",0,109,24,162,229,1136,172,951,1875,2826,530,1034,3026,361,204,3854,2883,57,1564,565
34003038100,0.9829351535836177,0.017064846416382253,1375,0,1532,190,484,"Census Tract 381, Bergen County, New Jersey",0,194,19,45,92,309,716,1014,1290,2304,783,492,2857,98,159,2756,2344,40,1275,257
34003038200,0.951408061844285,0.048591938155715074,1227,0,1097,164,309,"Census Tract 382, Bergen County, New Jersey",0,284,49,18,97,464,315,607,1116,1723,285,583,1786,115,114,2414,1811,88,868,229
34003038300,0.9741228070175438,0.02587719298245614,867,0,2217,62,224,"Census Tract 383, Bergen County, New Jersey",0,16,0,0,0,99,752,1636,585,2221,940,942,4569,243,92,1317,2280,59,1882,335
34003039100,0.9256926952141058,0.0743073047858942,126,0,1362,33,122,"Census Tract 391, Bergen County, New Jersey",0,0,0,0,0,52,74,1166,304,1470,817,479,3454,26,40,712,1588,118,1296,66
34003039200,0.9701718907987866,0.029828109201213347,10,0,2651,31,136,"Census Tract 392, Bergen County, New Jersey",0,0,0,0,0,0,10,1837,82,1919,1549,1102,5692,0,0,278,1978,59,2651,0
34003039300,0.9331983805668016,0.06680161943319839,45,0,1439,28,53,"Census Tract 393, Bergen County, New Jersey",0,0,0,12,22,6,5,890,32,922,629,805,2604,5,0,60,988,66,1434,5
34003040001,0.9740034662045061,0.025996533795493933,20,0.00779896013864818,1193,19,262,"Census Tract 400.01, Bergen County, New Jersey",9,11,0,0,0,0,9,1068,56,1124,527,666,3192,0,0,210,1154,30,1193,0
34003040002,0.9912989434431324,0.00870105655686762,249,0,1544,37,416,"Census Tract 400.02, Bergen County, New Jersey",0,32,57,0,8,100,52,1325,270,1595,843,671,3860,7,23,708,1609,14,1514,30
34003041100,0.9530411449016101,0.046958855098389984,1637,0,849,673,730,"Census Tract 411, Bergen County, New Jersey",0,302,187,226,192,243,487,579,1552,2131,108,211,1616,496,34,4254,2236,105,319,530
34003041200,0.9870283018867925,0.012971698113207548,1144,0,738,305,471,"Census Tract 412, Bergen County, New Jersey",0,176,38,48,120,183,579,634,1040,1674,32,478,1718,212,16,2776,1696,22,510,228
34003041301,0.9625304136253041,0.037469586374695864,1453,0,863,354,607,"Census Tract 413.01, Bergen County, New Jersey",0,180,226,94,179,121,653,683,1295,1978,292,284,2080,190,97,3558,2055,77,576,287
34003041302,0.9355531686358755,0.0644468313641246,1411,0.004296455424274973,638,182,427,"Census Tract 413.02, Bergen County, New Jersey",8,127,210,225,59,162,628,729,1013,1742,235,360,1759,0,43,2783,1862,120,595,43
34003042100,0.958706661472536,0.04129333852746397,159,0,3318,160,429,"Census Tract 421, Bergen County, New Jersey",0,0,0,159,0,0,0,2220,241,2461,1257,1816,6610,194,51,706,2567,106,3073,245
34003042301,0.9520958083832335,0.04790419161676647,129,0,1810,149,292,"Census Tract 423.01, Bergen County, New Jersey",0,6,22,94,0,7,0,1140,291,1431,644,1152,3588,0,14,735,1503,72,1796,14
34003042302,0.9449728260869565,0.05502717391304348,60,0,2073,9,251,"Census Tract 423.02, Bergen County, New Jersey",0,0,25,0,0,0,35,1357,34,1391,1221,840,4236,0,12,128,1472,81,2061,12
34003042400,0.9618729096989966,0.03812709030100334,20,0,2045,47,262,"Census Tract 424, Bergen County, New Jersey",0,0,0,0,0,0,20,1369,69,1438,973,1072,4224,0,0,220,1495,57,2045,0
34003042500,0.9184971098265896,0.0815028901734104,493,0,1091,134,312,"Census Tract 425, Bergen County, New Jersey",0,16,38,127,0,101,211,1103,486,1589,450,641,3343,0,0,1197,1730,141,1091,0
34003043001,0.9524413443246671,0.04755865567533291,107,0,1394,39,219,"Census Tract 430.01, Bergen County, New Jersey",0,0,0,0,0,30,77,1389,113,1502,625,762,3774,7,0,388,1577,75,1387,7
34003043002,0.953315649867374,0.04668435013262599,711,0.010079575596816976,1448,146,238,"Census Tract 430.02, Bergen County, New Jersey",19,117,41,96,117,224,116,1230,567,1797,841,555,3401,8,44,958,1885,88,1396,52
34003044100,0.9765840220385675,0.023415977961432508,127,0,3079,31,448,"Census Tract 441, Bergen County, New Jersey",0,14,0,100,0,0,13,1960,167,2127,1846,1141,5934,78,14,310,2178,51,2987,92
34003044201,0.9682059046177138,0.03179409538228615,109,0,1424,19,274,"Census Tract 442.01, Bergen County, New Jersey",0,32,0,21,15,27,14,1165,114,1279,724,664,3484,36,0,258,1321,42,1388,36
34003044202,0.8872117400419287,0.11278825995807128,872,0,1342,82,206,"Census Tract 442.02, Bergen County, New Jersey",0,216,134,36,231,161,94,1673,443,2116,692,593,4014,57,0,902,2385,269,1285,57
34003045100,0.9769725702675246,0.02302742973247545,1676,0,1944,159,294,"Census Tract 451, Bergen County, New Jersey",0,65,0,103,34,288,1186,1369,1516,2885,936,802,4040,107,99,4280,2953,68,1738,206
34003045200,0.9054415700267618,0.09455842997323818,585,0,586,72,157,"Census Tract 452, Bergen County, New Jersey",0,115,45,51,140,72,162,523,492,1015,314,183,1688,26,63,1230,1121,106,497,89
34003046100,0.9873708381171068,0.012629161882893225,1179,0,1316,138,401,"Census Tract 461, Bergen County, New Jersey",0,103,235,129,19,153,540,825,895,1720,456,605,2568,176,79,1850,1742,22,1061,255
34003046200,0.8894009216589862,0.11059907834101383,548,0,1336,99,348,"Census Tract 462, Bergen County, New Jersey",0,32,51,0,10,16,439,987,364,1351,598,728,2886,0,10,1037,1519,168,1326,10
34003046300,0.9169831795984807,0.08301682040151927,1195,0.0027129679869777536,1393,195,451,"Census Tract 463, Bergen County, New Jersey",5,103,208,227,10,61,586,776,914,1690,586,297,2454,465,45,2132,1843,153,883,510
34003047100,0.9816607233825777,0.018339276617422313,120,0,2271,10,381,"Census Tract 471, Bergen County, New Jersey",0,14,45,0,6,14,41,1734,193,1927,1096,1109,5345,54,12,576,1963,36,2205,66
34003047200,0.9887798036465638,0.011220196353436185,164,0,1089,73,603,"Census Tract 472, Bergen County, New Jersey",0,10,0,113,14,0,27,1218,192,1410,665,405,4037,0,19,410,1426,16,1070,19
34003047300,0.978021978021978,0.02197802197802198,11,0,1097,5,293,"Census Tract 473, Bergen County, New Jersey",0,0,0,6,0,0,5,946,33,979,762,304,3088,31,0,78,1001,22,1066,31
34003047400,0.9502487562189055,0.04975124378109453,1133,0,1198,116,437,"Census Tract 474, Bergen County, New Jersey",0,119,183,25,124,257,425,883,1027,1910,574,335,2724,167,122,1952,2010,100,909,289
34003047500,0.9643672910004568,0.03563270899954317,185,0,2264,0,667,"Census Tract 475, Bergen County, New Jersey",0,0,25,52,0,35,73,1687,424,2111,1448,800,5391,0,16,1433,2189,78,2248,16
34003048100,0.937080024434942,0.06291997556505803,876,0.006108735491753207,729,52,449,"Census Tract 481, Bergen County, New Jersey",10,62,83,27,78,539,87,643,891,1534,355,251,1757,80,43,2120,1637,103,606,123
34003048200,0.973322554567502,0.02667744543249798,123,0,3219,0,681,"Census Tract 482, Bergen County, New Jersey",0,42,0,10,0,53,18,2302,106,2408,2102,1117,7328,0,0,313,2474,66,3219,0
34003049001,0.9749847467968273,0.025015253203172667,25,0.006101281269066504,1612,36,158,"Census Tract 490.01, Bergen County, New Jersey",10,0,0,0,16,0,9,1550,48,1598,946,642,4407,24,0,80,1639,41,1588,24
34003049002,0.9382537385431742,0.06174626145682586,413,0,1830,173,278,"Census Tract 490.02, Bergen County, New Jersey",0,10,14,239,16,113,21,1632,313,1945,831,967,4848,32,0,591,2073,128,1798,32
34003050000,0.9632672788786854,0.03673272112131464,624,0,2103,193,379,"Census Tract 500, Bergen County, New Jersey",0,88,39,152,0,139,206,1367,626,1993,1065,981,3850,14,43,1532,2069,76,2046,57
34003051100,0.9740680713128039,0.02593192868719611,1110,0,2108,95,652,"Census Tract 511, Bergen County, New Jersey",0,383,53,30,52,163,429,1516,888,2404,891,967,4224,173,77,1677,2468,64,1858,250
34003051200,0.9386317907444668,0.0613682092555332,149,0,1118,12,229,"Census Tract 512, Bergen County, New Jersey",0,6,0,0,6,22,115,807,126,933,603,478,2323,0,37,254,994,61,1081,37
34003051300,0.937844611528822,0.06215538847117794,1263,0,970,192,701,"Census Tract 513, Bergen County, New Jersey",0,182,238,76,159,223,385,787,1084,1871,337,512,1946,90,31,2546,1995,124,849,121
34003051400,0.9885117493472585,0.011488250652741514,591,0,1989,104,644,"Census Tract 514, Bergen County, New Jersey",0,108,47,71,16,20,329,1363,530,1893,708,1169,3879,20,92,1305,1915,22,1877,112
34003052100,0.9804392587508579,0.01956074124914207,576,0,3015,107,277,"Census Tract 521, Bergen County, New Jersey",0,99,94,80,0,36,267,2271,586,2857,1288,1670,6232,57,0,1481,2914,57,2958,57
34003052200,0.9202049780380673,0.07979502196193265,1319,0.007320644216691069,1807,264,226,"Census Tract 522, Bergen County, New Jersey",20,93,132,309,22,189,574,1372,1142,2514,451,1124,3851,192,40,2334,2732,218,1575,232
34003053100,0.9279411764705883,0.07205882352941176,206,0,857,140,99,"Census Tract 531, Bergen County, New Jersey",0,0,9,163,34,0,0,1070,192,1262,408,449,2993,0,0,219,1360,98,857,0
34003053200,0.9463527595522964,0.05364724044770359,158,0,3180,55,358,"Census Tract 532, Bergen County, New Jersey",0,10,16,34,70,0,28,2185,267,2452,2290,867,7288,23,0,948,2591,139,3157,23
34003054100,0.9533548618586294,0.04664513814137065,381,0,2777,323,624,"Census Tract 541, Bergen County, New Jersey",0,0,0,16,59,133,173,2122,535,2657,1335,1376,6721,47,19,1595,2787,130,2711,66
34003054200,0.9632516703786191,0.036748329621380846,872,0,1078,229,473,"Census Tract 542, Bergen County, New Jersey",0,150,110,7,364,94,147,892,838,1730,294,514,2516,124,146,1978,1796,66,808,270
34003054300,0.9567120622568094,0.04328793774319066,64,0,2830,83,274,"Census Tract 543, Bergen County, New Jersey",0,51,0,0,0,0,13,1839,128,1967,1612,1196,6267,0,22,322,2056,89,2808,22
